1,1,0,0,0,0,0,0,0,0,47960,0
1,1,0,0,0,0,0,0,0,0,14322,0
1,1,0,0,0,9,0,0,0,0,8359,0
1,1,0,429,1,96,1,0,0,1,7060,0
1,1,0,299,1,88,1,0,0,0,33067,0
1,1,0,0,0,43,0,0,0,0,10144,0
1,1,0,0,0,0,0,0,0,0,32495,0
1,1,0,0,0,96,0,0,0,0,9828,0
1,1,0,0,0,0,0,0,0,0,30314,0
1,1,0,0,0,0,0,0,0,0,6136,0
1,1,0,2322,1,0,1,0,0,0,30222,0
1,1,0,0,0,0,0,0,0,0,1793,0
1,1,0,627,6,2,24,0,0,1,9871,0
1,1,0,0,0,0,0,0,0,0,5126,0
1,1,0,656,1,63,1,0,0,0,10529,0
1,1,0,0,0,0,0,0,0,0,6373,0
1,1,0,338,1,78,1,0,0,0,2926,0
1,1,0,3126,1,0,1,0,1,0,30373,0
1,1,0,0,0,0,0,0,0,0,26629,0
1,1,2,0,0,0,0,0,0,1,6135,0
1,1,19,396,4,95,101,0,0,1,12760,0
1,1,0,604,1,17,1,0,0,0,12721,0
1,1,0,1958,1,0,1,0,0,0,493,0
1,1,0,640,6,104,24,1,1,0,19282,0
1,1,0,378,6,28,24,0,0,0,4384,0
1,1,0,424,1,95,1,0,0,0,2884,0
1,1,0,417,1,104,1,0,0,0,3559,0
1,1,0,0,0,88,0,0,0,0,4687,0
1,1,0,1558,1,47,1,1,0,0,5344,0
1,1,0,0,0,0,0,0,0,0,20394,0
1,1,0,0,0,6,0,0,0,0,8408,0
1,1,0,0,0,0,0,0,0,0,40903,0
1,1,2,417,6,16,24,1,0,1,1043,0
1,1,2,715,6,9,24,0,0,1,8885,0
1,1,0,0,0,0,0,0,0,0,6146,0
1,1,0,56,1,0,1,0,1,0,18608,0
1,1,0,0,0,0,0,0,0,0,16040,0
1,1,0,405,1,78,1,1,0,0,7819,0
1,1,0,3112,1,0,1,0,1,0,10498,0
1,1,0,2918,1,0,1,0,0,0,14881,0
1,1,0,0,0,0,0,0,0,0,24949,0
1,1,0,0,0,0,0,0,0,0,19364,0
1,1,0,288,1,0,1,0,0,0,30222,0
1,1,0,715,1,0,1,0,0,0,2463,0
1,1,0,0,0,0,0,0,0,0,6202,0
1,1,0,0,0,0,0,0,0,0,14498,0
1,1,0,317,1,0,1,0,0,0,302,0
1,1,0,0,0,0,0,0,0,0,3795,0
1,1,0,0,0,0,0,0,0,0,344,0
1,1,0,0,0,130,0,0,0,0,13059,0
1,1,0,0,0,0,0,0,0,0,19307,0
1,1,0,0,0,0,0,0,0,0,9074,0
1,1,2,709,6,78,1,1,0,1,7690,0
1,1,0,0,0,0,0,0,0,0,16470,0
1,1,0,0,0,9,0,0,0,0,1214,0
1,1,0,0,0,0,0,0,0,0,7875,0
1,1,0,625,1,112,1,0,0,1,8141,0
1,1,0,667,6,0,24,0,0,0,10343,0
1,1,0,0,0,0,0,1,0,0,5425,0
