1360261,1,1,21,"Greek",1
4699072,1,1,19,"French",1
548294,1,1,2,"English",1
914441,1,1,2,"English",1
3341281,1,1,2,"English",1
1534264,1,1,2,"English",0
39443,1,1,25,"Hebrew",0
1242539,1,1,48,"Serbo-Croatian",1
1843210,1,1,2,"English",1
1230932,1,1,2,"English",1
4531008,1,1,2,"English",1
4239604,1,1,50,"Spanish",1
1427497,1,1,2,"English",1
1041373,1,1,2,"English",1
1241744,1,1,47,"Russian",1
132209,1,1,50,"Spanish",1
4713642,1,1,50,"Spanish",1
4314266,1,1,2,"English",1
410684,1,1,19,"French",0
1516542,1,1,2,"English",0
4291980,1,1,50,"Spanish",1
198056,1,1,50,"Spanish",1
4298062,1,1,2,"English",1
3717942,1,1,2,"English",1
4024839,1,1,2,"English",1
4621875,1,1,2,"English",1
1411313,1,1,2,"English",1
480615,1,1,2,"English",1
1940620,1,1,2,"English",1
240198,1,1,19,"French",0
761440,1,1,2,"English",1
1511714,1,1,2,"English",0
4219473,1,1,90,"Albanian",1
402945,1,1,44,"Polish",1
129221,1,1,50,"Spanish",0
1534343,1,1,2,"English",0
1550955,1,1,2,"English",1
1512108,1,1,2,"English",0
1938319,1,1,2,"English",1
4672508,1,1,2,"English",1
4068505,1,1,17,"Cantonese",1
4088602,1,1,2,"English",0
4850821,1,1,2,"English",1
98490,1,1,50,"Spanish",0
1718630,4,1,50,"Spanish",1
1200461,1,1,2,"English",1
4367011,1,1,2,"English",1
4231365,1,0,2,"English",1
4628444,1,1,47,"Russian",1
86711,1,1,50,"Spanish",0
4292286,1,1,2,"English",1
288580,1,1,66,"Swedish",1
1806504,1,1,2,"English",1
4331561,1,1,2,"English",1
3335359,1,1,50,"Spanish",1
1114926,1,1,2,"English",1
348275,1,1,2,"English",1
4430737,1,1,2,"English",1
4621623,1,1,50,"Spanish",1
3332707,1,0,2,"English",1
3415126,1,1,2,"English",1
4072385,1,1,2,"English",1
741950,1,1,2,"English",1
1528863,1,1,2,"English",0
1232619,1,1,45,"Portuguese",1
1124339,1,1,19,"French",1
540628,1,1,2,"English",1
190342,1,1,50,"Spanish",0
31469,1,1,50,"Spanish",1
120176,1,1,50,"Spanish",0
1797105,1,0,50,"Spanish",1
511844,1,0,2,"English",1
3739875,1,1,50,"Spanish",1
35825,1,1,2,"English",1
4771548,1,1,2,"English",1
4670005,1,1,2,"English",1
915470,1,1,2,"English",0
4772533,1,1,2,"English",1
1421139,1,1,50,"Spanish",1
4319253,1,1,2,"English",1
1891190,1,1,29,"Japanese",1
1889385,1,0,46,"Romanian",1
4070117,1,1,2,"English",1
85378,1,1,59,"Vietnamese",0
4584678,1,1,2,"English",1
1851188,1,1,74,"Bosnian",1
1090989,1,1,2,"English",1
720023,1,1,2,"English",1
532678,1,1,20,"German",1
4238388,1,1,2,"English",1
756185,1,1,3,"Arabic",1
936135,1,1,50,"Spanish",1
452139,1,0,2,"English",1
4225648,3,1,2,"English",1
1534258,1,1,2,"English",0
1511631,1,1,2,"English",0
308743,1,1,2,"English",1
4720567,1,1,2,"English",1
1915684,1,1,2,"English",1
1804267,1,1,69,"Farsi",1
1598626,1,1,2,"English",1
1900653,1,1,2,"English",1
4335749,1,1,2,"English",1
1238357,1,1,2,"English",0
203201,1,1,50,"Spanish",0
4803312,1,1,50,"Spanish",0
3410055,1,1,69,"Farsi",1
70908,1,1,50,"Spanish",0
1233709,1,1,2,"English",1
1517946,1,1,2,"English",0
538005,1,1,2,"English",1
1414906,1,1,2,"English",1
400848,1,1,2,"English",1
4731439,1,1,50,"Spanish",0
1521495,1,1,2,"English",0
1505829,1,1,2,"English",0
1344110,1,1,2,"English",1
4427370,1,1,79,"Bulgarian",1
1916230,1,0,2,"English",1
255805,1,1,50,"Spanish",1
1512169,1,1,2,"English",0
420679,1,1,50,"Spanish",0
1015864,1,1,2,"English",1
4694105,3,1,2,"English",1
4465046,1,1,2,"English",1
77930,1,1,44,"Polish",1
37035,1,1,2,"English",1
1439038,1,1,2,"English",1
4233531,1,1,2,"English",1
67837,1,1,50,"Spanish",0
1777543,1,1,2,"English",1
1523897,1,1,2,"English",0
4387827,1,1,2,"English",1
37328,1,1,20,"German",1
1018343,1,1,2,"English",1
4678220,3,1,47,"Russian",1
897586,1,1,2,"English",1
1408663,1,1,2,"English",1
504093,1,1,2,"English",1
213147,1,1,50,"Spanish",0
376068,1,1,50,"Spanish",1
4435869,1,1,2,"English",1
1030676,1,1,50,"Spanish",1
1899461,1,1,43,"Persian",1
975025,1,1,2,"English",1
396442,1,1,45,"Portuguese",1
998939,1,1,2,"English",1
399954,1,1,50,"Spanish",0
4718603,1,1,92,"Creole",1
3052912,1,1,2,"English",1
3412839,1,0,2,"English",1
654589,1,0,20,"German",1
709425,1,1,2,"English",1
1889421,1,0,2,"English",1
360119,1,1,2,"English",1
4382531,1,1,2,"English",1
96762,1,1,2,"English",1
459545,1,1,2,"English",1
103698,1,1,50,"Spanish",0
4723968,1,1,2,"English",1
4754431,1,1,2,"English",1
4806375,1,1,50,"Spanish",0
1529167,1,1,2,"English",0
41677,1,1,2,"English",1
36992,1,1,2,"English",1
4310980,1,1,2,"English",1
4098766,1,1,2,"English",1
8861,1,1,2,"English",1
1122388,1,1,2,"English",1
1492317,1,1,2,"English",1
119780,1,1,50,"Spanish",0
970727,1,1,47,"Russian",1
1699042,1,1,2,"English",1
185662,1,1,50,"Spanish",1
4239003,1,1,2,"English",1
50621,1,1,50,"Spanish",0
4663742,1,1,13,"Mandarin",0
4089299,1,1,2,"English",0
4089650,1,1,2,"English",1
4231152,1,1,2,"English",1
4090914,1,1,2,"English",0
4235628,1,1,2,"English",1
1335670,1,1,2,"English",1
388617,1,1,50,"Spanish",0
1814606,1,1,2,"English",1
65060,1,1,21,"Greek",0
263544,1,1,2,"English",1
155558,1,1,2,"English",0
1585874,1,1,45,"Portuguese",1
560640,1,1,2,"English",1
522492,1,1,2,"English",1
1703893,1,1,2,"English",1
755527,1,1,2,"English",1
4494549,1,0,2,"English",1
935823,1,0,2,"English",1
1530797,1,1,2,"English",0
241450,1,1,50,"Spanish",1
1904531,1,1,41,"Punjabi",1
4477681,1,1,50,"Spanish",1
229129,1,1,50,"Spanish",0
4674731,1,1,2,"English",0
407098,1,1,20,"German",0
1521825,1,1,2,"English",0
4286173,1,1,50,"Spanish",1
1515439,1,1,2,"English",0
746430,1,1,2,"English",1
4346868,1,1,2,"English",1
4367131,1,1,2,"English",1
1076657,1,1,2,"English",1
1522432,1,1,2,"English",0
1710183,1,1,2,"English",1
1037255,1,1,2,"English",1
881315,1,1,50,"Spanish",1
734170,1,1,2,"English",0
4562836,1,1,50,"Spanish",1
1080628,1,1,2,"English",1
1490108,1,0,2,"English",1
4333708,1,1,2,"English",0
1125822,1,1,2,"English",1
277364,1,1,50,"Spanish",1
168859,4,1,50,"Spanish",1
382444,1,1,2,"English",1
4586985,1,1,2,"English",1
1805273,1,1,2,"English",1
4572718,1,1,43,"Persian",1
1271669,1,1,2,"English",1
410654,1,1,18,"Dutch",0
1526855,1,1,2,"English",0
1754378,1,1,2,"English",1
101361,1,1,50,"Spanish",1
1735223,1,1,2,"English",1
4630447,1,1,50,"Spanish",1
59015,1,1,50,"Spanish",0
1448366,1,1,45,"Portuguese",1
3341688,1,1,50,"Spanish",1
3331995,1,1,19,"French",0
3328349,1,1,2,"English",1
731468,1,1,2,"English",1
332999,1,1,2,"English",1
1913422,1,1,2,"English",1
4312249,1,1,2,"English",1
4771748,1,1,2,"English",1
1507683,3,1,2,"English",1
143105,1,1,50,"Spanish",0
4257586,1,1,2,"English",0
64988,1,1,17,"Cantonese",1
4339014,1,1,2,"English",1
1582348,1,1,2,"English",1
77522,1,1,50,"Spanish",0
1760668,1,1,2,"English",1
434509,1,0,2,"English",1
94216,1,1,50,"Spanish",0
1235099,3,1,2,"English",1
1525700,1,1,2,"English",0
163934,1,1,2,"English",1
1754982,1,1,2,"English",1
1509654,1,1,2,"English",1
824670,1,1,20,"German",1
3406576,1,1,43,"Persian",1
913698,1,1,26,"Hindi",1
166188,1,1,69,"Farsi",1
949758,1,1,2,"English",1
3564241,1,1,2,"English",1
422615,1,1,2,"English",1
3561031,1,1,2,"English",1
4665163,1,1,2,"English",0
1068632,1,1,2,"English",1
772433,1,1,50,"Spanish",0
762175,1,1,2,"English",0
297059,1,0,50,"Spanish",1
4464014,1,0,2,"English",1
1389554,1,1,50,"Spanish",1
1149988,1,1,2,"English",0
4643628,1,1,74,"Bosnian",1
3327728,1,1,2,"English",0
1229230,1,1,2,"English",1
1718728,1,1,50,"Spanish",0
10364,1,1,2,"English",1
1249159,1,1,50,"Spanish",1
4733208,1,1,13,"Mandarin",1
4603770,1,1,2,"English",1
4807438,1,1,2,"English",0
695335,1,1,2,"English",1
845276,1,1,2,"English",1
1511558,1,1,2,"English",0
1509994,1,1,2,"English",0
1558164,1,1,2,"English",1
1905960,3,1,2,"English",1
229640,1,1,46,"Romanian",1
1504616,1,1,2,"English",0
373329,1,1,19,"French",1
42729,1,1,50,"Spanish",0
268263,1,1,2,"English",1
1801066,3,1,2,"English",1
3413938,1,0,50,"Spanish",1
981207,1,1,20,"German",1
4179751,3,1,2,"English",1
1272753,1,0,2,"English",1
1360129,1,1,50,"Spanish",1
245158,1,1,19,"French",0
986742,1,1,25,"Hebrew",1
4676500,1,1,46,"Romanian",1
4727064,1,1,50,"Spanish",1
326041,1,1,2,"English",1
300235,1,1,2,"English",1
1705299,1,1,3,"Arabic",1
98060,1,1,2,"English",1
359512,1,1,13,"Mandarin",1
1423031,1,1,50,"Spanish",0
431433,1,1,2,"English",1
389333,1,1,19,"French",0
4138580,1,1,2,"English",1
1274888,1,1,2,"English",1
148143,1,1,50,"Spanish",1
1508835,1,1,2,"English",0
1509874,1,1,2,"English",0
1424673,1,1,59,"Vietnamese",0
4043482,1,1,56,"Turkish",1
1526937,1,1,2,"English",0
240825,3,1,50,"Spanish",1
1289962,1,1,2,"English",1
80530,1,1,50,"Spanish",0
255055,1,1,2,"English",1
4541661,1,1,2,"English",1
3406890,1,1,50,"Spanish",0
147420,1,1,50,"Spanish",0
169969,1,1,47,"Russian",1
3809510,1,1,41,"Punjabi",1
1245393,1,1,2,"English",1
3797536,1,1,2,"English",1
4503821,1,1,2,"English",1
3406942,1,1,13,"Mandarin",0
4393628,1,1,2,"English",1
1493973,1,1,2,"English",1
4091049,1,1,45,"Portuguese",0
489945,1,1,2,"English",1
1127475,1,1,2,"English",1
399172,1,1,2,"English",1
2793755,1,1,2,"English",1
1820370,1,1,2,"English",1
437891,1,1,2,"English",1
1314716,1,1,2,"English",0
1529728,1,1,2,"English",0
1824035,1,1,2,"English",1
1464661,1,1,2,"English",1
1510320,1,1,2,"English",0
1442262,1,0,2,"English",1
4499840,1,1,50,"Spanish",0
1532415,1,1,2,"English",0
35604,1,1,2,"English",1
3320755,1,1,2,"English",0
1525438,1,1,2,"English",0
113995,1,1,2,"English",0
123438,1,1,2,"English",1
1515993,1,1,2,"English",0
247313,1,1,2,"English",1
2793748,1,1,2,"English",1
1904457,1,1,2,"English",1
3974892,1,1,28,"Italian",1
1808306,1,1,50,"Spanish",0
455904,1,1,2,"English",1
1271463,1,1,2,"English",1
4072138,1,1,2,"English",1
4541962,1,1,2,"English",1
32786,1,1,2,"English",1
1723012,1,1,2,"English",1
492656,1,1,2,"English",1
1777414,1,1,50,"Spanish",1
256721,1,1,2,"English",1
1777399,1,1,2,"English",1
4283277,1,1,2,"English",1
4643597,1,1,2,"English",0
4729180,1,1,50,"Spanish",1
280054,1,1,2,"English",1
4372492,1,1,2,"English",1
4548167,1,1,13,"Mandarin",1
1456086,1,1,2,"English",0
133884,1,1,32,"Korean",1
4641577,1,1,2,"English",1
1288603,1,1,50,"Spanish",0
193911,1,1,2,"English",1
4308088,1,1,2,"English",1
1511713,1,1,2,"English",0
1246039,1,1,2,"English",1
207657,1,0,50,"Spanish",0
4072103,1,1,2,"English",1
1034362,1,1,50,"Spanish",1
4456342,1,1,50,"Spanish",1
31860,1,1,2,"English",1
4837214,1,1,2,"English",1
1659581,1,1,2,"English",1
1507437,1,1,2,"English",1
4413456,1,1,2,"English",0
1710490,1,1,2,"English",1
214138,1,1,50,"Spanish",1
1518624,1,1,2,"English",0
1515772,1,1,2,"English",0
406712,1,1,2,"English",1
1801994,1,1,2,"English",1
4577616,1,1,2,"English",1
1323993,1,1,2,"English",1
1488568,1,1,2,"English",1
1851195,1,1,2,"English",1
119955,1,1,50,"Spanish",0
118908,1,1,50,"Spanish",1
4138940,1,1,52,"Tagalog",1
4685774,1,1,50,"Spanish",0
1507112,1,1,2,"English",0
245261,1,1,50,"Spanish",1
580373,1,1,2,"English",1
1896135,1,1,50,"Spanish",1
223532,1,1,2,"English",1
42727,1,1,50,"Spanish",1
1250703,1,1,50,"Spanish",0
1954842,1,1,2,"English",1
4426834,1,1,2,"English",0
205053,1,0,50,"Spanish",0
1217678,1,1,19,"French",1
1531013,1,1,2,"English",0
1638882,1,1,2,"English",1
4500185,1,1,19,"French",0
4691365,1,1,2,"English",1
1804306,1,1,2,"English",1
1052812,1,1,2,"English",1
1292848,1,1,50,"Spanish",1
187258,1,1,50,"Spanish",0
1799133,1,1,2,"English",0
717118,1,1,2,"English",1
203981,1,1,29,"Japanese",0
1773267,1,1,2,"English",1
46106,1,1,47,"Russian",0
4730460,1,1,19,"French",0
3409636,1,1,2,"English",1
162042,4,1,2,"English",1
142348,1,1,50,"Spanish",0
226674,1,1,2,"English",1
730062,1,1,2,"English",1
4530825,1,1,2,"English",1
1004958,1,1,2,"English",1
1596294,1,1,2,"English",1
4642023,1,1,50,"Spanish",1
4665999,1,1,2,"English",1
1462517,1,1,2,"English",1
4068072,1,1,2,"English",1
544862,1,1,2,"English",1
756089,1,1,2,"English",1
4478889,1,1,2,"English",1
4376495,1,1,2,"English",1
4579967,1,1,2,"English",1
3562230,1,1,2,"English",1
3343896,1,1,2,"English",1
582584,1,1,2,"English",1
1502564,1,1,2,"English",0
1294627,1,1,2,"English",0
1888728,1,1,2,"English",1
1905133,1,1,19,"French",1
414162,1,1,19,"French",0
122994,1,1,32,"Korean",1
38258,1,1,19,"French",0
3343610,1,1,2,"English",1
1848381,1,1,2,"English",1
1902365,1,1,2,"English",1
3719442,1,1,4,"Armenian",1
4616313,1,1,2,"English",1
4656458,1,1,2,"English",1
147421,1,1,50,"Spanish",1
1507403,1,1,2,"English",0
1251471,1,0,2,"English",1
3803304,1,1,46,"Romanian",1
4088389,1,1,20,"German",1
4613722,1,1,2,"English",1
1777685,1,1,50,"Spanish",1
1524106,1,1,2,"English",0
1532537,1,1,2,"English",0
3406523,1,1,47,"Russian",1
4728509,1,1,2,"English",1
1578648,1,1,2,"English",1
1234702,1,1,65,"Quechua",0
1229438,1,1,50,"Spanish",1
1573997,1,1,2,"English",1
264900,1,1,20,"German",1
2793573,1,1,80,"Hmong",0
159869,1,1,19,"French",0
4725300,1,1,2,"English",1
142133,1,1,59,"Vietnamese",0
1295718,1,1,2,"English",1
1511248,1,1,2,"English",0
97613,1,1,50,"Spanish",1
1533411,1,1,2,"English",0
388616,1,1,50,"Spanish",0
51622,1,1,2,"English",1
1888976,1,1,2,"English",1
722327,1,1,2,"English",1
4509686,1,0,20,"German",1
751067,1,1,2,"English",0
1505215,1,1,2,"English",0
4465466,1,1,2,"English",0
1534483,1,1,2,"English",1
331919,1,1,2,"English",1
4290113,1,1,50,"Spanish",1
783771,1,1,20,"German",1
1075186,1,1,2,"English",1
928863,1,1,2,"English",1
4238889,1,1,17,"Cantonese",1
355237,1,1,2,"English",1
516806,1,1,2,"English",1
1338954,1,1,2,"English",1
624853,1,1,45,"Portuguese",1
958483,1,1,2,"English",1
1382429,1,1,50,"Spanish",1
57312,1,1,50,"Spanish",0
4562161,1,1,2,"English",1
4775884,1,1,2,"English",1
3598858,1,1,2,"English",1
4467936,1,1,2,"English",1
1712705,1,1,2,"English",1
